BUS UID,Bus ID,Name of Bus,ID,Status,Gen MW,PMin MW,PMax MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Price $/MMBTU,IOD,AVR,RegBus Num,Fuel,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model,GEN UID,Unit Type,Ramp Rate MW/Min,Min Up Time Hr,Min Down Time Hr,Unit Group,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fixed Cost($/hr),MW Break 1,MWh Price 1,MW Break 2,MWh Price 2,MW Break 3,MWh Price 3,MW Break 4,MWh Price 4,MW Break 5,MWh Price 5
220164_1,220164,ODESSA 19 5,1,Closed,21.43,21.43,70.0,YES,5,8.03,0.0028,0.0,3.112,0,YES,220164,NG (Natural Gas),1.04,-19.22,35.63,YES,70.0,Piecewise Linear,NaturalGasFiredCombinedCycle_220164_1,Natural Gas Fired Combined Cycle,0.5544,4,4,U70,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,817.51,21.43,32.6,31.14,33.21,40.86,33.81,50.57,34.42,60.29,35.02
220165_1,220165,ODESSA 19 6,1,Closed,10.28,10.28,70.0,YES,5,9.01,0.0017,0.0,3.278,0,YES,220165,NG (Natural Gas),1.04,-19.49,35.63,YES,70.0,Piecewise Linear,NaturalGasFiredCombinedCycle_220165_1,Natural Gas Fired Combined Cycle,0.5544,4,4,U70,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,404.73,10.28,33.65,22.22,34.43,34.17,35.22,46.11,36.0,58.06,36.78
220166_1,220166,ODESSA 19 7,1,Closed,10.7,10.7,68.0,YES,5,8.16,0.001,0.0,3.451,0,YES,220166,NG (Natural Gas),1.04,-19.54,34.61,YES,68.0,Piecewise Linear,NaturalGasFiredCombinedCycle_220166_1,Natural Gas Fired Combined Cycle,0.5544,4,4,U68,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,443.75,10.7,35.45,22.16,36.24,33.62,37.03,45.08,37.82,56.54,38.61
220167_1,220167,ODESSA 19 8,1,Closed,12.21,12.21,68.0,YES,5,7.97,0.0017,0.0,3.179,0,YES,220167,NG (Natural Gas),1.04,-17.44,34.61,YES,68.0,Piecewise Linear,NaturalGasFiredCombinedCycle_220167_1,Natural Gas Fired Combined Cycle,0.5544,4,4,U68,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,467.77,12.21,32.74,23.37,33.45,34.53,34.16,45.68,34.87,56.84,35.58
220169_1,220169,FORSAN 3 2,1,Closed,15.25,15.25,124.2,YES,5,0.0,0.0,5.442,0.0,0,YES,220169,WND (Wind),1.04,-37.22,61.9,YES,124.2,Piecewise Linear,OnshoreWindTurbine_220169_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,37.04,0.0,58.83,0.0,80.62,0.0,102.41,0.0
220171_1,220171,FORSAN 4 2,1,Closed,40.75,40.75,90.0,YES,5,0.0,0.0,3.965,0.0,0,YES,220171,WND (Wind),1.04,-30.0,31.21,YES,90.0,Piecewise Linear,OnshoreWindTurbine_220171_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.75,0.0,50.6,0.0,60.45,0.0,70.3,0.0,80.15,0.0
220174_1,220174,LENORAH 1 3,1,Closed,120.0,15.27,120.0,YES,5,0.0,0.0,4.971,0.0,0,YES,220172,WND (Wind),1.041,-30.35,45.9,YES,120.0,Piecewise Linear,OnshoreWindTurbine_220174_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,0.0,36.22,0.0,57.16,0.0,78.11,0.0,99.05,0.0
220176_1,220176,BIG SPRING 10 2,1,Closed,31.55,31.55,120.0,YES,5,0.0,0.0,5.39,0.0,0,YES,220176,WND (Wind),1.04,-31.54,42.57,YES,120.0,Piecewise Linear,OnshoreWindTurbine_220176_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.55,0.0,49.24,0.0,66.93,0.0,84.62,0.0,102.31,0.0
220178_1,220178,IRAAN 5 2,1,Closed,150.0,61.18,150.0,YES,5,0.0,0.0,4.47,0.0,0,YES,220178,WND (Wind),1.04,-45.62,73.44,YES,150.0,Piecewise Linear,OnshoreWindTurbine_220178_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.18,0.0,78.94,0.0,96.71,0.0,114.47,0.0,132.24,0.0
220181_1,220181,FORSAN 5 3,1,Closed,121.9,43.42,121.9,YES,5,0.0,0.0,4.29,0.0,0,YES,220181,WND (Wind),1.04,-39.73,52.41,YES,121.9,Piecewise Linear,OnshoreWindTurbine_220181_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.42,0.0,59.12,0.0,74.81,0.0,90.51,0.0,106.2,0.0
220183_1,220183,FORSAN 6 2,1,Closed,124.83,44.34,142.5,YES,5,0.0,0.0,6.048,0.0,0,YES,220183,WND (Wind),1.04,-41.65,55.0,YES,142.5,Piecewise Linear,OnshoreWindTurbine_220183_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.34,0.0,63.97,0.0,83.6,0.0,103.24,0.0,122.87,0.0
220186_1,220186,FORSAN 7 3,1,Closed,115.5,37.27,115.5,YES,5,0.0,0.0,5.822,0.0,0,YES,220186,WND (Wind),1.04,-33.48,53.5,YES,115.5,Piecewise Linear,OnshoreWindTurbine_220186_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.27,0.0,52.92,0.0,68.56,0.0,84.21,0.0,99.85,0.0
220188_1,220188,FORSAN 8 2,1,Closed,58.8,8.81,58.8,YES,5,0.0,0.0,6.545,0.0,0,YES,220188,WND (Wind),1.04,-18.65,19.55,YES,58.8,Piecewise Linear,OnshoreWindTurbine_220188_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.81,0.0,18.81,0.0,28.81,0.0,38.8,0.0,48.8,0.0
220191_1,220191,GOLDSMITH 4 3,1,Closed,9.18,9.18,36.0,YES,5,8.0,0.0,0.0,10.0,0,YES,220191,OTH (Other),1.04,-12.6,15.43,YES,36.0,Piecewise Linear,Batteries_220191_1,Batteries,0.0,1,1,Batteries,0.1666666666666666,0.0833333333333333,0.0416666666666666,0.0,0.0,0.0,0.0,1096.66,9.18,102.1,14.54,103.18,19.91,104.25,25.27,105.32,30.64,106.4
220191_2,220191,GOLDSMITH 4 3,2,Closed,92.5,12.51,92.5,YES,5,0.0,0.0,3.484,0.0,0,YES,220191,WND (Wind),1.04,-31.41,38.38,YES,92.5,Piecewise Linear,OnshoreWindTurbine_220191_2,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.51,0.0,28.51,0.0,44.51,0.0,60.5,0.0,76.5,0.0
220192_1,220192,GOLDSMITH 4 4,1,Closed,60.0,15.64,60.0,YES,5,0.0,0.0,3.862,0.0,0,YES,220192,WND (Wind),1.04,-17.0,24.96,YES,60.0,Piecewise Linear,OnshoreWindTurbine_220192_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.64,0.0,24.51,0.0,33.38,0.0,42.26,0.0,51.13,0.0
220195_1,220195,FORT STOCKTON 3 2,1,Closed,50.17,50.17,145.0,YES,5,0.0,0.0,4.558,0.0,0,YES,220195,WND (Wind),1.04,-43.79,45.26,YES,145.0,Piecewise Linear,OnshoreWindTurbine_220195_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.17,0.0,69.14,0.0,88.1,0.0,107.07,0.0,126.03,0.0
220198_1,220198,GOLDSMITH 5 2,1,Closed,40.08,40.08,150.0,YES,5,8.75,0.0002,0.0,3.469,0,YES,220198,NG (Natural Gas),1.04,-41.58,76.35,YES,150.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_220198_1,Natural Gas Fired Combustion Turbine,33.6,1,1,U150,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,1775.02,40.08,37.85,62.06,39.38,84.05,40.9,106.03,42.43,128.02,43.95
220199_1,220199,GOLDSMITH 5 3,1,Closed,61.41,61.41,150.0,YES,5,8.14,0.0025,0.0,3.134,0,YES,220199,NG (Natural Gas),1.04,-41.43,76.35,YES,150.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_220199_1,Natural Gas Fired Combustion Turbine,33.6,1,1,U150,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,2548.28,61.41,35.47,79.13,36.58,96.85,37.69,114.56,38.8,132.28,39.91
220201_1,220201,PRESIDIO 4 2,1,Closed,1.88,1.88,10.0,YES,5,0.0,0.0,5.923,0.0,0,YES,220201,SUN (Solar),1.04,-2.77,4.94,YES,10.0,Piecewise Linear,SolarPhotovoltaic_220201_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,3.5,0.0,5.13,0.0,6.75,0.0,8.38,0.0
220203_1,220203,SARAGOSA 1 2,1,Closed,14.05,14.05,30.2,YES,5,0.0,0.0,12.018,0.0,0,YES,220203,SUN (Solar),1.04,-10.52,12.57,YES,30.2,Piecewise Linear,SolarPhotovoltaic_220203_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.05,0.0,17.28,0.0,20.51,0.0,23.74,0.0,26.97,0.0
220206_1,220206,MC CAMEY 3 3,1,Closed,116.0,18.71,116.0,YES,5,0.0,0.0,7.085,0.0,0,YES,220206,SUN (Solar),1.04,-30.63,45.23,YES,116.0,Piecewise Linear,SolarPhotovoltaic_220206_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.71,0.0,38.17,0.0,57.63,0.0,77.08,0.0,96.54,0.0
220209_1,220209,ACKERLY 2 2,1,Closed,211.2,46.24,211.2,YES,5,0.0,0.0,4.811,0.0,0,YES,220209,WND (Wind),1.04,-65.8,88.21,YES,211.2,Piecewise Linear,OnshoreWindTurbine_220209_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.24,0.0,79.23,0.0,112.22,0.0,145.22,0.0,178.21,0.0
220214_1,220214,GARDEN CITY 3 5,1,Closed,207.2,31.72,207.2,YES,5,0.0,0.0,6.147,0.0,0,YES,220214,WND (Wind),1.04,-69.89,75.76,YES,207.2,Piecewise Linear,OnshoreWindTurbine_220214_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.72,0.0,66.82,0.0,101.91,0.0,137.01,0.0,172.1,0.0
220216_1,220216,GARDEN CITY 4 2,1,Closed,95.12,65.47,196.7,YES,5,0.0,0.0,4.651,0.0,0,YES,220215,WND (Wind),1.043,-55.83,71.75,YES,196.7,Piecewise Linear,OnshoreWindTurbine_220216_1,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.47,0.0,91.72,0.0,117.96,0.0,144.21,0.0,170.45,0.0
220219_1,220219,SARAGOSA 2 2,1,Closed,80.43,69.17,157.5,YES,5,0.0,0.0,6.624,0.0,0,YES,220219,SUN (Solar),1.04,-44.45,48.84,YES,157.5,Piecewise Linear,SolarPhotovoltaic_220219_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.17,0.0,86.84,0.0,104.5,0.0,122.17,0.0,139.83,0.0
220222_1,220222,FORT STOCKTON 4 2,1,Closed,54.9,54.9,202.0,YES,5,0.0,0.0,5.647,0.0,0,YES,220221,SUN (Solar),1.033,-52.43,81.48,YES,202.0,Piecewise Linear,SolarPhotovoltaic_220222_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9,0.0,84.32,0.0,113.74,0.0,143.16,0.0,172.58,0.0
220225_1,220225,MC CAMEY 4 3,1,Closed,1.53,1.53,9.9,YES,5,8.0,0.0,0.0,10.0,0,YES,220225,OTH (Other),1.04,-3.27,3.6,YES,9.9,Piecewise Linear,Batteries_220225_1,Batteries,0.0,1,1,Batteries,0.1666666666666666,0.0833333333333333,0.0416666666666666,0.0,0.0,0.0,0.0,179.71,1.53,100.39,3.2,100.72,4.88,101.06,6.55,101.39,8.23,101.73
220225_2,220225,MC CAMEY 4 3,2,Closed,180.0,85.02,180.0,YES,5,0.0,0.0,7.549,0.0,0,YES,220225,SUN (Solar),1.04,-52.98,72.54,YES,180.0,Piecewise Linear,SolarPhotovoltaic_220225_2,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.1666666666666666,0.0833333333333333,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,85.02,0.0,104.02,0.0,123.01,0.0,142.01,0.0,161.0,0.0
220228_1,220228,LAMESA 2 2,1,Closed,100.0,18.29,100.0,YES,5,0.0,0.0,10.233,0.0,0,YES,220228,SUN (Solar),1.04,-28.38,38.99,YES,100.0,Piecewise Linear,SolarPhotovoltaic_220228_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.29,0.0,34.63,0.0,50.97,0.0,67.32,0.0,83.66,0.0
220230_1,220230,MC CAMEY 5 2,1,Closed,118.5,24.09,118.5,YES,5,0.0,0.0,9.179,0.0,0,YES,220230,SUN (Solar),1.04,-29.66,50.21,YES,118.5,Piecewise Linear,SolarPhotovoltaic_220230_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.09,0.0,42.97,0.0,61.85,0.0,80.74,0.0,99.62,0.0
220234_1,220234,MC CAMEY 6 2,1,Closed,150.0,38.29,150.0,YES,5,0.0,0.0,10.937,0.0,0,YES,220233,SUN (Solar),1.04,-45.48,61.23,YES,150.0,Piecewise Linear,SolarPhotovoltaic_220234_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.29,0.0,60.63,0.0,82.97,0.0,105.32,0.0,127.66,0.0
220236_1,220236,MC CAMEY 7 2,1,Closed,50.0,14.04,50.0,YES,5,0.0,0.0,8.926,0.0,0,YES,220236,SUN (Solar),1.04,-15.53,20.2,YES,50.0,Piecewise Linear,SolarPhotovoltaic_220236_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.04,0.0,21.23,0.0,28.42,0.0,35.62,0.0,42.81,0.0
220241_1,220241,MARATHON 2 4,1,Closed,24.54,24.54,50.0,YES,5,0.0,0.0,4.301,0.0,0,YES,220241,SUN (Solar),1.04,-14.49,18.2,YES,50.0,Piecewise Linear,SolarPhotovoltaic_220241_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.54,0.0,29.63,0.0,34.72,0.0,39.82,0.0,44.91,0.0
220245_1,220245,MC CAMEY 8 2,1,Closed,182.0,90.33,182.0,YES,5,0.0,0.0,5.546,0.0,0,YES,220245,SUN (Solar),1.04,-56.35,77.44,YES,182.0,Piecewise Linear,SolarPhotovoltaic_220245_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33,0.0,108.66,0.0,127.0,0.0,145.33,0.0,163.67,0.0
220247_1,220247,LAMESA 3 2,1,Closed,50.0,9.69,50.0,YES,5,0.0,0.0,6.924,0.0,0,YES,220247,SUN (Solar),1.04,-15.58,23.62,YES,50.0,Piecewise Linear,SolarPhotovoltaic_220247_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69,0.0,17.75,0.0,25.81,0.0,33.88,0.0,41.94,0.0
220250_1,220250,KERMIT 2 3,1,Closed,250.0,30.21,250.0,YES,5,0.0,0.0,7.437,0.0,0,YES,220250,SUN (Solar),1.04,-74.55,81.55,YES,250.0,Piecewise Linear,SolarPhotovoltaic_220250_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.21,0.0,74.17,0.0,118.13,0.0,162.08,0.0,206.04,0.0
220253_1,220253,PECOS 3 2,1,Closed,12.05,12.05,100.0,YES,5,0.0,0.0,9.318,0.0,0,YES,220253,SUN (Solar),1.04,-33.44,33.66,YES,100.0,Piecewise Linear,SolarPhotovoltaic_220253_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,0.0,29.64,0.0,47.23,0.0,64.82,0.0,82.41,0.0
220256_1,220256,ANDREWS 3 2,1,Closed,61.87,25.84,100.0,YES,5,0.0,0.0,9.392,0.0,0,YES,220256,SUN (Solar),1.04,-25.65,35.98,YES,100.0,Piecewise Linear,SolarPhotovoltaic_220256_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.84,0.0,40.67,0.0,55.5,0.0,70.34,0.0,85.17,0.0
230262_1,230262,BRYAN 13 2,1,Closed,21.0,6.93,21.0,YES,5,8.23,0.0014,0.0,3.238,0,YES,230262,NG (Natural Gas),1.04,-6.86,10.69,YES,21.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_230262_1,Natural Gas Fired Combustion Turbine,4.2,1,1,U21,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,266.55,6.93,32.87,9.74,33.06,12.56,33.24,15.37,33.42,18.19,33.6
230275_1,230275,MUMFORD 2 3,1,Closed,47.1,7.3,47.1,YES,5,8.07,0.0014,0.0,2.926,0,YES,230275,NG (Natural Gas),1.04,-13.18,23.97,YES,47.1,Piecewise Linear,NaturalGasFiredCombustionTurbine_230275_1,Natural Gas Fired Combustion Turbine,9.62,1,1,U47,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,254.55,7.3,29.8,15.26,30.27,23.22,30.74,31.18,31.2,39.14,31.67
230275_2,230275,MUMFORD 2 3,2,Closed,47.1,11.71,47.1,YES,5,8.42,0.0007,0.0,3.441,0,YES,230275,NG (Natural Gas),1.04,-15.72,23.97,YES,47.1,Piecewise Linear,NaturalGasFiredCombustionTurbine_230275_2,Natural Gas Fired Combustion Turbine,9.62,1,1,U47,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,484.15,11.71,35.34,18.79,35.82,25.87,36.31,32.94,36.8,40.02,37.29
230276_1,230276,MUMFORD 2 4,1,Closed,110.0,16.3,110.0,YES,5,8.58,0.0002,0.0,3.064,0,YES,230273,NG (Natural Gas),1.04,-34.53,55.99,YES,110.0,Piecewise Linear,NaturalGasSteamTurbine_230276_1,Natural Gas Steam Turbine,0.594,8,8,U110,13.0,6.5,3.25,1457.4,1122.5,452.8,0.0,608.86,16.3,31.93,35.04,33.07,53.78,34.22,72.52,35.37,91.26,36.52
230284_1,230284,SHIRO 3 2,1,Closed,172.07,172.07,395.0,YES,5,7.72,0.0015,0.0,3.505,0,YES,230283,NG (Natural Gas),1.04,-130.31,201.06,YES,395.0,Piecewise Linear,NaturalGasFiredCombinedCycle_230284_1,Natural Gas Fired Combined Cycle,2.607,4,4,U395,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,9642.01,172.07,47.89,216.66,51.02,261.24,54.14,305.83,57.27,350.41,60.4
230285_1,230285,SHIRO 3 3,1,Closed,100.57,46.13,155.0,YES,5,8.22,0.0008,0.0,3.628,0,YES,230285,NG (Natural Gas),1.04,-48.95,78.9,YES,155.0,Piecewise Linear,NaturalGasFiredCombinedCycle_230285_1,Natural Gas Fired Combined Cycle,1.1682,4,4,U155,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,2160.08,46.13,40.02,67.9,41.6,89.68,43.18,111.45,44.76,133.23,46.34
230286_1,230286,SHIRO 3 4,1,Closed,155.0,67.33,155.0,YES,5,8.19,0.0012,0.0,3.012,0,YES,230286,NG (Natural Gas),1.04,-54.08,78.9,YES,155.0,Piecewise Linear,NaturalGasFiredCombinedCycle_230286_1,Natural Gas Fired Combined Cycle,1.1682,4,4,U155,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,2713.05,67.33,34.44,84.86,35.5,102.4,36.55,119.93,37.61,137.47,38.67
230287_1,230287,SHIRO 3 5,1,Closed,143.44,39.45,155.0,YES,5,8.32,0.0007,0.0,3.354,0,YES,230287,NG (Natural Gas),1.04,-43.13,78.9,YES,155.0,Piecewise Linear,NaturalGasFiredCombinedCycle_230287_1,Natural Gas Fired Combined Cycle,1.1682,4,4,U155,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1688.12,39.45,36.57,62.56,38.12,85.67,39.67,108.78,41.22,131.89,42.77
230290_1,230290,COLLEGE STATION 12 3,1,Closed,32.4,7.29,32.4,YES,5,8.34,0.0002,0.0,3.537,0,YES,230290,NG (Natural Gas),1.04,-8.18,16.49,YES,32.4,Piecewise Linear,NaturalGasFiredCombinedCycle_230290_1,Natural Gas Fired Combined Cycle,0.2250599999999999,4,4,U32,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,306.84,7.29,35.97,12.31,36.33,17.33,36.69,22.36,37.04,27.38,37.4
230290_2,230290,COLLEGE STATION 12 3,2,Closed,11.0,5.31,11.0,YES,5,8.51,0.0005,0.0,3.024,0,YES,230290,NG (Natural Gas),1.04,-3.16,5.6,YES,11.0,Piecewise Linear,NaturalGasFiredCombinedCycle_230290_2,Natural Gas Fired Combined Cycle,0.0726,4,4,U11,1.0,0.5,0.25,7215.1,4536.1,3196.6,0.0,189.97,5.31,30.58,6.45,30.65,7.59,30.72,8.72,30.78,9.86,30.85
230293_1,230293,ROCK ISLAND 2 2,1,Closed,8.3,3.51,8.3,YES,5,8.58,0.0002,0.0,3.446,0,YES,230293,NG (Natural Gas),1.04,-2.15,4.22,YES,8.3,Piecewise Linear,NaturalGasInternalCombustionEngine_230293_1,Natural Gas Internal Combustion Engine,2.1,1,1,U8,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,142.58,3.51,34.72,4.47,34.78,5.43,34.85,6.38,34.92,7.34,34.98
230293_2,230293,ROCK ISLAND 2 2,2,Closed,8.3,2.61,8.3,YES,5,8.25,0.0029,0.0,2.943,0,YES,230293,NG (Natural Gas),1.04,-2.89,4.22,YES,8.3,Piecewise Linear,NaturalGasInternalCombustionEngine_230293_2,Natural Gas Internal Combustion Engine,2.1,1,1,U8,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,90.39,2.61,29.6,3.75,29.67,4.89,29.73,6.02,29.8,7.16,29.87
230294_1,230294,ROCK ISLAND 2 3,1,Closed,8.3,1.05,8.3,YES,5,8.95,0.0025,0.0,3.367,0,YES,230294,NG (Natural Gas),1.04,-2.61,4.22,YES,8.3,Piecewise Linear,NaturalGasInternalCombustionEngine_230294_1,Natural Gas Internal Combustion Engine,2.1,1,1,U8,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,41.48,1.05,33.77,2.5,33.86,3.95,33.96,5.4,34.06,6.85,34.16
230294_2,230294,ROCK ISLAND 2 3,2,Closed,8.3,3.66,8.3,YES,5,8.44,0.002,0.0,2.993,0,YES,230294,NG (Natural Gas),1.04,-2.52,4.22,YES,8.3,Piecewise Linear,NaturalGasInternalCombustionEngine_230294_2,Natural Gas Internal Combustion Engine,2.1,1,1,U8,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,129.16,3.66,30.16,4.59,30.22,5.52,30.27,6.44,30.33,7.37,30.39
230295_1,230295,ROCK ISLAND 2 4,1,Closed,8.3,2.67,8.3,YES,5,8.36,0.0012,0.0,3.093,0,YES,230295,NG (Natural Gas),1.04,-2.29,4.22,YES,8.3,Piecewise Linear,NaturalGasInternalCombustionEngine_230295_1,Natural Gas Internal Combustion Engine,2.1,1,1,U8,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,97.19,2.67,31.11,3.8,31.18,4.92,31.25,6.05,31.32,7.17,31.39
230295_2,230295,ROCK ISLAND 2 4,2,Closed,8.3,2.57,8.3,YES,5,9.09,0.0009,0.0,3.233,0,YES,230295,NG (Natural Gas),1.04,-2.82,4.22,YES,8.3,Piecewise Linear,NaturalGasInternalCombustionEngine_230295_2,Natural Gas Internal Combustion Engine,2.1,1,1,U8,0.1666666666666666,0.0833333333333333,0.0416666666666666,7215.1,4536.1,3196.6,0.0,97.77,2.57,32.51,3.72,32.59,4.86,32.66,6.01,32.74,7.15,32.81
240195_1,240195,COLORADO CITY 3 2,1,Closed,6.7,6.7,67.0,YES,5,8.03,0.0001,0.0,3.21,0,YES,240195,NG (Natural Gas),1.04,-17.01,34.1,YES,67.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_240195_1,Natural Gas Fired Combustion Turbine,16.4,1,1,U67,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,256.52,6.7,32.72,18.76,33.5,30.82,34.27,42.88,35.05,54.94,35.82
240196_1,240196,COLORADO CITY 3 3,1,Closed,8.1,8.1,66.0,YES,5,8.61,0.0026,0.0,3.324,0,YES,240196,NG (Natural Gas),1.04,-17.74,33.59,YES,66.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_240196_1,Natural Gas Fired Combustion Turbine,16.0,1,1,U66,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,321.94,8.1,33.97,19.68,34.74,31.26,35.51,42.84,36.28,54.42,37.05
240197_1,240197,COLORADO CITY 3 4,1,Closed,13.99,13.99,66.0,YES,5,8.73,0.0019,0.0,3.173,0,YES,240197,NG (Natural Gas),1.04,-16.88,33.59,YES,66.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_240197_1,Natural Gas Fired Combustion Turbine,16.0,1,1,U66,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,536.6,13.99,32.78,24.39,33.44,34.79,34.1,45.2,34.76,55.6,35.42
240198_1,240198,COLORADO CITY 3 5,1,Closed,10.38,10.38,67.0,YES,5,8.12,0.0002,0.0,3.357,0,YES,240198,NG (Natural Gas),1.04,-22.0,34.1,YES,67.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_240198_1,Natural Gas Fired Combustion Turbine,16.2,1,1,U67,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,418.47,10.38,34.46,21.7,35.22,33.03,35.98,44.35,36.74,55.68,37.5
